Date,Timestamp,Open,High,Low,Close,Volume
2021-12-14,00:00:00,1.12811,1.13238,1.12535,1.12579,83807.3750450835
2021-12-15,00:00:00,1.12579,1.12991,1.12215,1.1291,113081.790130146
2021-12-16,00:00:00,1.12909,1.13603,1.12811,1.13292,81935.0551631749
2021-12-17,00:00:00,1.13293,1.13488,1.1235,1.1237,74337.8626787886
2021-12-20,00:00:00,1.12371,1.13037,1.12344,1.12756,69885.2802513763
2021-12-21,00:00:00,1.12745,1.13026,1.12607,1.12823,62032.0151107833
2021-12-22,00:00:00,1.12824,1.13423,1.12644,1.13258,58347.3786600437
2021-12-23,00:00:00,1.1325,1.13422,1.129,1.13262,65917.7199506685
2021-12-24,00:00:00,1.13265,1.13433,1.13031,1.13102,200271.328666162
2021-12-27,00:00:00,1.13101,1.13344,1.13028,1.13258,40832.8666441645
2021-12-28,00:00:00,1.13255,1.13331,1.12895,1.1308,39662.1799917817
2021-12-29,00:00:00,1.1308,1.13688,1.12737,1.13459,71259.3240058534
2021-12-30,00:00:00,1.13449,1.13598,1.12984,1.13248,54239.6499698162
2021-12-31,00:00:00,1.13248,1.13863,1.13032,1.13667,50532.7399418354
2022-01-03,00:00:00,1.1369,1.13782,1.12797,1.12965,82645.6583700031
2022-01-04,00:00:00,1.12965,1.13224,1.12721,1.12861,103505.089978777
2022-01-05,00:00:00,1.12856,1.13463,1.12769,1.13116,97535.0376156494
2022-01-06,00:00:00,1.13117,1.13318,1.12845,1.12964,109459.777608436
2022-01-07,00:00:00,1.12964,1.13647,1.12899,1.13593,84891.1251381561
2022-01-10,00:00:00,1.13515,1.13602,1.12847,1.13235,92145.21351064
2022-01-11,00:00:00,1.13234,1.13752,1.1313,1.13659,67687.7002510354
2022-01-12,00:00:00,1.13659,1.14526,1.13547,1.14408,78904.5953964517
2022-01-13,00:00:00,1.14406,1.14817,1.14357,1.1454,71596.8853140101
2022-01-14,00:00:00,1.14535,1.14827,1.13984,1.1409,77216.406674087
2022-01-17,00:00:00,1.14118,1.14344,1.13917,1.14047,50064.4952272549
2022-01-18,00:00:00,1.14047,1.14214,1.13146,1.13253,89075.7003606707
2022-01-19,00:00:00,1.13253,1.13571,1.13187,1.13418,71277.0026897565
2022-01-20,00:00:00,1.13414,1.13688,1.13031,1.13096,74257.2552176714
2022-01-21,00:00:00,1.13096,1.13596,1.13009,1.13418,73924.0701911896
2022-01-24,00:00:00,1.13396,1.1345,1.12904,1.1324,101820.949313663
2022-01-25,00:00:00,1.1323,1.13289,1.12631,1.12997,83058.7243454605
2022-01-26,00:00:00,1.12995,1.13107,1.12354,1.12408,103078.041119194
2022-01-27,00:00:00,1.12408,1.12432,1.11312,1.11424,107777.889162593
2022-01-28,00:00:00,1.11432,1.11735,1.11213,1.1145,110034.459276162
2022-01-31,00:00:00,1.11422,1.12478,1.1138,1.12329,98070.939407438
2022-02-01,00:00:00,1.12319,1.12786,1.12209,1.12719,86289.4293807447
2022-02-02,00:00:00,1.12719,1.133,1.12665,1.13022,68522.2296040133
2022-02-03,00:00:00,1.13022,1.14514,1.12672,1.1437,129968.101135662
2022-02-04,00:00:00,1.14369,1.14837,1.14115,1.14477,107486.019241966
2022-02-07,00:00:00,1.14638,1.14646,1.14151,1.14421,89719.1295777857
2022-02-08,00:00:00,1.14415,1.14487,1.13961,1.14153,77771.5066825077
2022-02-09,00:00:00,1.14153,1.14477,1.14024,1.14211,66884.8716548216
2022-02-10,00:00:00,1.14214,1.14948,1.13748,1.14272,117806.259269476
2022-02-11,00:00:00,1.14267,1.14298,1.13296,1.13463,136102.078817271
2022-02-14,00:00:00,1.13369,1.1369,1.12799,1.13052,128206.382692932
2022-02-15,00:00:00,1.13043,1.13681,1.12981,1.13574,93704.1595341936
2022-02-16,00:00:00,1.13572,1.13957,1.13449,1.13718,84935.4393786564
2022-02-17,00:00:00,1.13717,1.1386,1.1323,1.13592,120024.999122478
2022-02-18,00:00:00,1.13584,1.13769,1.1314,1.13203,88604.1055412032
2022-02-21,00:00:00,1.13186,1.13905,1.13064,1.13078,79044.4340318572
2022-02-22,00:00:00,1.13074,1.13667,1.1288,1.1324,113210.659223087
2022-02-23,00:00:00,1.13229,1.13588,1.13011,1.13027,68673.2793970108
2022-02-24,00:00:00,1.13036,1.13087,1.11062,1.11914,224154.87440007
2022-02-25,00:00:00,1.11912,1.12739,1.11659,1.12719,145936.193957724
2022-02-28,00:00:00,1.11237,1.12464,1.11225,1.12181,198061.528047271
2022-03-01,00:00:00,1.12181,1.12329,1.10896,1.1124,139952.00861048
2022-03-02,00:00:00,1.11234,1.11437,1.10573,1.11179,164881.853731453
2022-03-03,00:00:00,1.11179,1.11215,1.10334,1.10658,113142.212918781
2022-03-04,00:00:00,1.10655,1.10677,1.08856,1.09311,161912.426277965
2022-03-07,00:00:00,1.09199,1.09325,1.08059,1.08523,246815.05255837
2022-03-08,00:00:00,1.08515,1.09582,1.08489,1.08997,205756.614840642
2022-03-09,00:00:00,1.08964,1.10951,1.089,1.1074,135828.128659718
2022-03-10,00:00:00,1.10733,1.11212,1.0976,1.09849,176743.968389072
2022-03-11,00:00:00,1.09849,1.10435,1.09018,1.09099,174706.638690606
2022-03-13,00:00:00,1.09205,1.09249,1.09155,1.09178,395.699992068112
2022-03-14,00:00:00,1.09177,1.09938,1.09005,1.0944,197008.90487102
2022-03-15,00:00:00,1.09438,1.10196,1.0926,1.09492,231889.932196654
2022-03-16,00:00:00,1.09493,1.10466,1.09492,1.10311,247289.008892164
2022-03-17,00:00:00,1.10309,1.11375,1.10076,1.10911,154263.259296671
2022-03-18,00:00:00,1.1091,1.11186,1.1003,1.10492,166334.728793778
2022-03-20,00:00:00,1.10561,1.10584,1.10503,1.1051,662.941992646083
2022-03-21,00:00:00,1.10504,1.10701,1.10102,1.10186,148328.109536864
2022-03-22,00:00:00,1.10184,1.10457,1.09608,1.10285,213586.525078954
2022-03-23,00:00:00,1.10288,1.10436,1.09639,1.10072,158168.464558754
2022-03-24,00:00:00,1.10065,1.10136,1.09659,1.09964,168903.056086864
2022-03-25,00:00:00,1.0997,1.10376,1.09797,1.09805,206823.932962502
2022-03-28,00:00:00,1.09845,1.09995,1.09446,1.09838,207880.419059135
2022-03-29,00:00:00,1.09838,1.1137,1.0969,1.10855,270185.618382208
2022-03-30,00:00:00,1.10855,1.1171,1.10782,1.11582,279036.506259961
2022-03-31,00:00:00,1.11578,1.11848,1.10608,1.10662,183905.909743443
2022-04-01,00:00:00,1.1066,1.1076,1.10279,1.10427,196561.339257017
2022-04-04,00:00:00,1.10301,1.10544,1.09603,1.09696,91971.4883406013
2022-04-05,00:00:00,1.09689,1.09886,1.09,1.09033,85122.324991459
2022-04-06,00:00:00,1.09033,1.09379,1.08745,1.08945,127013.848939292
2022-04-07,00:00:00,1.08945,1.09383,1.08644,1.08769,185636.828938052
2022-04-08,00:00:00,1.08768,1.08917,1.08364,1.08744,120190.627340393
2022-04-11,00:00:00,1.09202,1.09332,1.08727,1.08829,132621.103002204
2022-04-12,00:00:00,1.08829,1.09036,1.08211,1.08262,234319.399759937
2022-04-13,00:00:00,1.0826,1.08942,1.08088,1.08901,217677.898877449
2022-04-14,00:00:00,1.08901,1.09233,1.07575,1.08281,271600.449387895
2022-04-15,00:00:00,1.08282,1.08299,1.07964,1.08057,177092.743483465
2022-04-18,00:00:00,1.08029,1.08216,1.07698,1.07804,154815.48926235
2022-04-19,00:00:00,1.07809,1.08145,1.0761,1.0788,189758.015829153
2022-04-20,00:00:00,1.0788,1.0867,1.07838,1.08514,153309.559202418
2022-04-21,00:00:00,1.08505,1.09362,1.08234,1.0832,246469.257993892
2022-04-22,00:00:00,1.0832,1.08515,1.07707,1.07947,227541.089617908
2022-04-25,00:00:00,1.08041,1.08153,1.06966,1.07114,288513.673455257
2022-04-26,00:00:00,1.0711,1.07386,1.06356,1.0637,226271.472933957
2022-04-27,00:00:00,1.06367,1.06546,1.05145,1.05575,261057.226374373
2022-04-28,00:00:00,1.05575,1.05647,1.0471,1.04981,274561.908547312
2022-04-29,00:00:00,1.0498,1.05928,1.04911,1.05409,225122.216709673
2022-05-02,00:00:00,1.05444,1.05682,1.04901,1.05055,263215.531131145
2022-05-03,00:00:00,1.05055,1.05776,1.04921,1.0519,219644.978934899
2022-05-04,00:00:00,1.0519,1.06309,1.05059,1.06199,304898.077728547
2022-05-05,00:00:00,1.062,1.06417,1.04925,1.05405,314083.45857884
2022-05-06,00:00:00,1.05402,1.05988,1.04826,1.05452,397455.037557572
2022-05-09,00:00:00,1.05398,1.05924,1.04951,1.05588,247569.348577723
2022-05-10,00:00:00,1.0559,1.05852,1.05253,1.05285,232583.679964267
2022-05-11,00:00:00,1.05285,1.05771,1.05017,1.0511,319388.384757757
2022-05-12,00:00:00,1.05103,1.05292,1.03539,1.03783,358259.408500552
2022-05-13,00:00:00,1.03783,1.04195,1.03496,1.04116,152517.929467931
2022-05-16,00:00:00,1.03952,1.0443,1.03889,1.04313,189810.687756725
2022-05-17,00:00:00,1.04313,1.05556,1.04284,1.05466,253819.759626858
2022-05-18,00:00:00,1.05461,1.05636,1.04597,1.04617,133973.779328123
2022-05-19,00:00:00,1.04617,1.0607,1.04606,1.05837,273225.079796024
2022-05-20,00:00:00,1.05809,1.0599,1.05328,1.0561,189770.438466661
2022-05-23,00:00:00,1.05601,1.06973,1.05552,1.0689,229780.488469362
2022-05-24,00:00:00,1.06882,1.07485,1.06608,1.07329,160652.309167445
2022-05-25,00:00:00,1.07334,1.07388,1.06421,1.06763,173450.899548963
2022-05-26,00:00:00,1.06743,1.07315,1.06624,1.0724,157672.78385237
2022-05-27,00:00:00,1.0724,1.0765,1.06968,1.07317,141805.209235162
2022-05-30,00:00:00,1.07347,1.07867,1.07261,1.07764,133725.048927471
2022-05-31,00:00:00,1.0776,1.0779,1.06789,1.0732,242581.548784733
2022-06-01,00:00:00,1.0732,1.07393,1.06271,1.06466,177552.119440235
2022-06-02,00:00:00,1.06467,1.075,1.06444,1.07451,128093.579327084
2022-06-03,00:00:00,1.07447,1.07643,1.0704,1.07169,108561.919129401
2022-06-06,00:00:00,1.07167,1.07518,1.06838,1.06955,117926.359429259
2022-06-07,00:00:00,1.06954,1.07142,1.06519,1.07043,174315.909405001
2022-06-08,00:00:00,1.07043,1.07484,1.06713,1.07157,146848.78969235
2022-06-09,00:00:00,1.07158,1.07738,1.0611,1.06146,244884.08945094
2022-06-10,00:00:00,1.06146,1.06422,1.05057,1.05137,193859.308804259
2022-06-13,00:00:00,1.0513,1.05201,1.03997,1.04058,286688.983722756
2022-06-14,00:00:00,1.04068,1.04846,1.0397,1.04144,251425.358333223
2022-06-15,00:00:00,1.04144,1.05077,1.0359,1.04416,391258.885258608
2022-06-16,00:00:00,1.04416,1.06014,1.03808,1.05463,331755.398229055
2022-06-17,00:00:00,1.05455,1.05605,1.04444,1.04934,284803.038366742
2022-06-20,00:00:00,1.04731,1.05458,1.04729,1.05084,161557.681307696
2022-06-21,00:00:00,1.05085,1.05824,1.05065,1.053,173370.059508957
2022-06-22,00:00:00,1.053,1.06057,1.04687,1.05645,238807.6389791
2022-06-23,00:00:00,1.05645,1.0581,1.04826,1.05208,296727.350340849
2022-06-24,00:00:00,1.05208,1.05712,1.0512,1.05519,155980.349046692
2022-06-27,00:00:00,1.05479,1.0615,1.05457,1.0582,205448.329316892
2022-06-28,00:00:00,1.05821,1.06061,1.05032,1.05174,270205.299156792
2022-06-29,00:00:00,1.05174,1.05354,1.04352,1.04398,294463.898167029
2022-06-30,00:00:00,1.04398,1.04887,1.03824,1.04831,276715.448846448
2022-07-01,00:00:00,1.04829,1.04853,1.03658,1.04262,172655.973570995
2022-07-04,00:00:00,1.04174,1.04627,1.04142,1.04201,158564.548942305
2022-07-05,00:00:00,1.04201,1.04485,1.0235,1.02645,291751.248234227
2022-07-06,00:00:00,1.02645,1.02765,1.01614,1.01797,267658.199191026
2022-07-07,00:00:00,1.01801,1.02209,1.01439,1.01568,118630.423206586
2022-07-08,00:00:00,1.01604,1.01912,1.0072,1.01822,225527.208986752
2022-07-11,00:00:00,1.01697,1.01834,1.00336,1.00379,297096.120373262
2022-07-12,00:00:00,1.00378,1.00738,0.99999,1.00347,341943.707193486
2022-07-13,00:00:00,1.0035,1.01222,0.99979,1.00555,389352.676131018
2022-07-14,00:00:00,1.00555,1.00597,0.99521,1.00165,483497.556792885
2022-07-15,00:00:00,1.00158,1.00979,1.00068,1.00821,266141.447918802
2022-07-18,00:00:00,1.00811,1.02011,1.00785,1.01413,227303.348731577
2022-07-19,00:00:00,1.01412,1.0269,1.01195,1.02251,285239.758751623
2022-07-20,00:00:00,1.02251,1.02729,1.01553,1.01771,218648.398747385
2022-07-21,00:00:00,1.01767,1.02781,1.01531,1.02285,297733.568743795
2022-07-22,00:00:00,1.02286,1.02553,1.01297,1.02119,327772.282374866
2022-07-25,00:00:00,1.02083,1.02578,1.01784,1.02176,315631.288749695
2022-07-26,00:00:00,1.02189,1.025,1.01074,1.01145,257356.08841306
2022-07-27,00:00:00,1.01138,1.02206,1.00966,1.01955,263732.368244544
2022-07-28,00:00:00,1.01935,1.02343,1.01138,1.01966,297891.608573109
2022-07-29,00:00:00,1.0196,1.02542,1.0146,1.02248,437017.569168612
2022-08-01,00:00:00,1.02098,1.02751,1.02053,1.02607,532039.733418562
2022-08-02,00:00:00,1.02607,1.02939,1.01633,1.01652,637944.060170418
2022-08-03,00:00:00,1.01648,1.02102,1.01226,1.01643,627251.455888286
2022-08-04,00:00:00,1.01642,1.02537,1.01542,1.0244,472123.70933257
2022-08-05,00:00:00,1.02441,1.0252,1.01415,1.01825,388706.529382296
2022-08-08,00:00:00,1.01726,1.02217,1.0159,1.01946,229087.009924471
2022-08-09,00:00:00,1.01946,1.02472,1.01885,1.02126,243217.259483106
2022-08-10,00:00:00,1.02126,1.03685,1.0202,1.02988,407071.618791819
2022-08-11,00:00:00,1.02987,1.03642,1.02752,1.0319,503953.247594684
2022-08-12,00:00:00,1.0317,1.03274,1.0238,1.0259,414339.598333739
2022-08-15,00:00:00,1.02551,1.02682,1.01544,1.01592,395829.338250235
2022-08-16,00:00:00,1.01592,1.01948,1.01225,1.01702,424265.377937727
2022-08-17,00:00:00,1.01702,1.02029,1.01453,1.01797,436431.63724678
2022-08-18,00:00:00,1.0178,1.01929,1.00795,1.00868,390562.567354321
2022-08-19,00:00:00,1.0087,1.00954,1.00318,1.00326,387656.299864126
2022-08-22,00:00:00,1.00366,1.00466,0.9926,0.99427,429239.397196315
2022-08-23,00:00:00,0.99427,1.00181,0.99002,0.99688,519809.485739447
2022-08-24,00:00:00,0.99686,0.99993,0.99099,0.99642,476065.216266885
2022-08-25,00:00:00,0.99641,1.00334,0.9949,0.99737,484589.825959943
2022-08-26,00:00:00,0.99739,1.00898,0.99463,0.99623,445527.216689378
2022-08-29,00:00:00,0.99657,1.00291,0.99141,0.99958,419726.387305513
2022-08-30,00:00:00,0.99943,1.00547,0.99818,1.00129,543464.52562435
2022-08-31,00:00:00,1.00128,1.0079,0.99712,1.00522,552375.855469733
2022-09-01,00:00:00,1.00525,1.00557,0.99107,0.99431,537707.905465931
2022-09-02,00:00:00,0.99429,1.00335,0.99427,0.99515,552292.466264881
2022-09-05,00:00:00,0.99285,0.9944,0.98772,0.99285,399017.659071637
2022-09-06,00:00:00,0.99245,0.99862,0.98638,0.99029,621330.053986954
2022-09-07,00:00:00,0.9903,1.00108,0.98756,1.00033,524516.025711194
2022-09-08,00:00:00,0.99989,1.00294,0.99303,0.99959,522124.326935053
2022-09-09,00:00:00,0.9995,1.01131,0.99949,1.00425,356663.889927797
2022-09-12,00:00:00,1.01039,1.01977,1.00596,1.01214,397821.339531109
2022-09-13,00:00:00,1.01215,1.0187,0.99662,0.99671,541235.007187754
2022-09-14,00:00:00,0.99669,1.00234,0.99554,0.99791,643459.521665052
2022-09-15,00:00:00,0.99791,1.00177,0.99556,0.99959,491565.446941018
2022-09-16,00:00:00,0.99981,1.00363,0.99448,1.00146,506777.146635294
2022-09-19,00:00:00,1.00072,1.00291,0.99657,1.00215,389192.956829764
2022-09-20,00:00:00,1.00216,1.00504,0.9955,0.99706,410189.249744341
2022-09-21,00:00:00,0.99706,0.9975,0.98128,0.98368,659387.226725666
2022-09-22,00:00:00,0.98365,0.99074,0.9808,0.98342,785093.664612845
2022-09-23,00:00:00,0.98327,0.98517,0.9668,0.96885,725076.48341734
2022-09-26,00:00:00,0.96666,0.97098,0.95503,0.96085,1029844.65093959
2022-09-27,00:00:00,0.96077,0.96707,0.95689,0.95931,683525.414523169
2022-09-28,00:00:00,0.9592,0.97508,0.95357,0.97323,973091.062272862
2022-09-29,00:00:00,0.97322,0.98158,0.96353,0.98146,702366.81393256
2022-09-30,00:00:00,0.98148,0.98537,0.97346,0.98013,588286.88994167
2022-10-03,00:00:00,0.97933,0.98445,0.97525,0.98248,706603.714266293
2022-10-04,00:00:00,0.98248,0.99995,0.9806,0.99852,597033.256067969
2022-10-05,00:00:00,0.99841,0.99947,0.98346,0.98821,533194.201175284
2022-10-06,00:00:00,0.98795,0.99264,0.9788,0.97896,713915.523572646
2022-10-07,00:00:00,0.97902,0.98167,0.97259,0.97388,671796.860677158
2022-10-10,00:00:00,0.97336,0.97531,0.96815,0.97018,496394.734875537
2022-10-11,00:00:00,0.97009,0.97745,0.96698,0.97054,773514.393259041
2022-10-12,00:00:00,0.97039,0.97346,0.96678,0.97022,763598.801713094
2022-10-13,00:00:00,0.97019,0.98057,0.96315,0.97739,796010.333056845
2022-10-14,00:00:00,0.97739,0.98086,0.9707,0.97182,807190.764075816
2022-10-17,00:00:00,0.97201,0.9852,0.97182,0.98389,637277.653757326
2022-10-18,00:00:00,0.98375,0.98734,0.98124,0.98558,562393.523990452
2022-10-19,00:00:00,0.98543,0.98721,0.97571,0.97721,683238.053232051
2022-10-20,00:00:00,0.97715,0.98454,0.97544,0.97843,707103.313262008
2022-10-21,00:00:00,0.9784,0.98689,0.97048,0.98613,902998.700723119
2022-10-24,00:00:00,0.98712,0.9899,0.98067,0.98728,926041.960907757
2022-10-25,00:00:00,0.98703,0.99768,0.98484,0.99646,670873.054086015
2022-10-26,00:00:00,0.99646,1.00885,0.99434,1.00785,653440.525520846
2022-10-27,00:00:00,1.00771,1.00934,0.99575,0.99635,613607.906498104
2022-10-28,00:00:00,0.99635,0.9998,0.99265,0.99631,633188.544049479
2022-10-30,00:00:00,0.99464,0.9958,0.99459,0.99566,385.999295428395
2022-10-31,00:00:00,0.99567,0.99656,0.98717,0.98821,472301.936229229
2022-11-01,00:00:00,0.98823,0.99539,0.98527,0.98746,405193.198483661
2022-11-02,00:00:00,0.98747,0.99757,0.98129,0.98155,582300.214454554
2022-11-03,00:00:00,0.98149,0.98394,0.97299,0.97488,597478.094914213
2022-11-04,00:00:00,0.97483,0.99664,0.97424,0.9956,644692.446176663
2022-11-07,00:00:00,0.99036,1.0034,0.99001,1.00182,609767.645892657
2022-11-08,00:00:00,1.00184,1.00963,0.99715,1.00708,512058.095733151
2022-11-09,00:00:00,1.00707,1.0088,0.99927,1.00091,629916.834048189
2022-11-10,00:00:00,1.00091,1.02218,0.99354,1.0208,692385.766009763
2022-11-11,00:00:00,1.02033,1.0364,1.0163,1.03538,673664.935565129
2022-11-14,00:00:00,1.03354,1.03584,1.02713,1.03258,643659.24690716
2022-11-15,00:00:00,1.03259,1.04808,1.02799,1.03478,850493.34575098
2022-11-16,00:00:00,1.03465,1.04384,1.03307,1.0394,833379.704780139
2022-11-17,00:00:00,1.03913,1.04065,1.03051,1.03643,604013.623109512
2022-11-18,00:00:00,1.03643,1.03959,1.03134,1.03235,550951.823390462
2022-11-21,00:00:00,1.03227,1.0333,1.02227,1.02387,571711.972838596
2022-11-22,00:00:00,1.02383,1.03082,1.02375,1.03036,505365.563383788
2022-11-23,00:00:00,1.03026,1.04048,1.02963,1.03942,587041.395522557
2022-11-24,00:00:00,1.03914,1.04484,1.03816,1.04071,459735.596611738
2022-11-25,00:00:00,1.04071,1.04291,1.03546,1.03926,475977.735750273
2022-11-28,00:00:00,1.03716,1.04967,1.033,1.03385,460942.116398416
2022-11-29,00:00:00,1.03373,1.03942,1.03197,1.0328,663756.313499384
2022-11-30,00:00:00,1.0328,1.04285,1.029,1.04041,747723.262645833
2022-12-01,00:00:00,1.04041,1.05336,1.03929,1.05209,778319.436790496
2022-12-02,00:00:00,1.05156,1.05448,1.0428,1.05325,700301.43539495
2022-12-05,00:00:00,1.05303,1.05948,1.048,1.04877,576823.264036275
2022-12-06,00:00:00,1.04877,1.05326,1.04591,1.04629,607939.992664218
2022-12-07,00:00:00,1.0462,1.05496,1.04431,1.05029,587272.563453048
2022-12-08,00:00:00,1.05011,1.05647,1.04895,1.0554,527222.3451441
2022-12-09,00:00:00,1.0554,1.05881,1.05027,1.05316,523533.834408298
2022-12-12,00:00:00,1.05264,1.058,1.05057,1.05352,434381.686044201
2022-12-13,00:00:00,1.05355,1.06731,1.05278,1.06323,496474.536401369
2022-12-14,00:00:00,1.06323,1.0695,1.06187,1.06811,537605.547685966
2022-12-15,00:00:00,1.06793,1.07361,1.05921,1.06256,532980.545957558
2022-12-16,00:00:00,1.0625,1.0663,1.05839,1.05839,469569.217207283
2022-12-19,00:00:00,1.05895,1.06578,1.05757,1.06062,366451.608223572
2022-12-20,00:00:00,1.06062,1.06584,1.05788,1.06232,587564.236134276
2022-12-21,00:00:00,1.06231,1.06455,1.05901,1.06035,398637.677509822
2022-12-22,00:00:00,1.06035,1.06593,1.0573,1.05954,388216.277132809
2022-12-23,00:00:00,1.05954,1.06328,1.05867,1.06172,385247.227138378
2022-12-26,00:00:00,1.06114,1.06361,1.05979,1.06361,46219.8596400842
2022-12-27,00:00:00,1.0636,1.06694,1.06113,1.06393,283970.148181506
2022-12-28,00:00:00,1.06398,1.06742,1.06065,1.06117,345736.88705866
2022-12-29,00:00:00,1.06113,1.06902,1.06092,1.06608,322639.247705609
2022-12-30,00:00:00,1.06605,1.07131,1.06385,1.07026,399350.29487434
2023-01-02,00:00:00,1.0697,1.07087,1.06499,1.06646,123288.508779161
2023-01-03,00:00:00,1.06646,1.06833,1.05194,1.05466,522640.196505979
2023-01-04,00:00:00,1.05461,1.06354,1.05403,1.06008,434973.258370169
2023-01-05,00:00:00,1.06006,1.06314,1.05148,1.05202,458032.977339245
2023-01-06,00:00:00,1.05195,1.0648,1.04823,1.06413,443293.19830922
2023-01-09,00:00:00,1.06406,1.07605,1.06381,1.07293,409619.027958348
2023-01-10,00:00:00,1.07293,1.07592,1.07119,1.07322,409977.177833751
2023-01-11,00:00:00,1.07322,1.07762,1.07254,1.07561,395602.84816315
2023-01-12,00:00:00,1.07559,1.08668,1.07297,1.08516,642740.196580529
2023-01-13,00:00:00,1.08476,1.08679,1.07803,1.08302,493930.518020295
2023-01-16,00:00:00,1.08288,1.08741,1.08013,1.08192,288228.378308535
2023-01-17,00:00:00,1.08196,1.08693,1.07744,1.07872,497831.276105814
2023-01-18,00:00:00,1.07872,1.08873,1.07661,1.07935,368761.35823378
2023-01-19,00:00:00,1.07928,1.08398,1.07821,1.08308,215923.739449665
2023-01-20,00:00:00,1.08267,1.08587,1.08022,1.08549,160665.278950654
2023-01-23,00:00:00,1.08678,1.09267,1.08461,1.08713,184941.156657442
2023-01-24,00:00:00,1.0871,1.08978,1.08349,1.08848,311497.138119727
2023-01-25,00:00:00,1.08848,1.09236,1.08571,1.09147,396228.44700294
2023-01-26,00:00:00,1.09146,1.09293,1.08505,1.08916,371966.107534513
2023-01-27,00:00:00,1.08918,1.09001,1.08377,1.08649,306558.558601633
2023-01-30,00:00:00,1.08643,1.09137,1.08389,1.08488,205875.766186923
2023-01-31,00:00:00,1.08488,1.08747,1.08019,1.08621,309125.268063441
2023-02-01,00:00:00,1.0861,1.10009,1.0852,1.09886,449863.176643059
2023-02-02,00:00:00,1.09883,1.10327,1.08851,1.0909,490186.376864418
2023-02-03,00:00:00,1.09086,1.09399,1.07924,1.07929,515611.256957769
2023-02-06,00:00:00,1.0782,1.07987,1.07092,1.0725,373691.272215568
2023-02-07,00:00:00,1.07251,1.07664,1.0669,1.07248,504043.296299964
2023-02-08,00:00:00,1.07247,1.07607,1.07092,1.07099,332973.648160093
2023-02-09,00:00:00,1.07099,1.07907,1.07093,1.07368,349965.578389697
2023-02-10,00:00:00,1.07367,1.07525,1.06661,1.06754,409045.197815351
2023-02-13,00:00:00,1.06808,1.07297,1.06553,1.0721,319305.088959932
2023-02-14,00:00:00,1.0721,1.08044,1.07066,1.07362,544323.042381816
2023-02-15,00:00:00,1.07361,1.07443,1.06604,1.0688,417986.237319246
2023-02-16,00:00:00,1.06871,1.07222,1.06544,1.06722,472890.217501938
2023-02-17,00:00:00,1.06728,1.06982,1.06126,1.06929,413943.763515674
2023-02-20,00:00:00,1.06849,1.07044,1.06701,1.06841,227634.878777973
2023-02-21,00:00:00,1.06839,1.0698,1.06372,1.06449,432810.626850873
2023-02-22,00:00:00,1.06438,1.06638,1.05989,1.06031,390224.998330392
2023-02-23,00:00:00,1.06031,1.06275,1.05769,1.05949,381024.997450568
2023-02-24,00:00:00,1.05934,1.06141,1.05359,1.0545,473599.566493057
2023-02-27,00:00:00,1.05451,1.06198,1.05328,1.06085,330360.377849206
2023-02-28,00:00:00,1.06088,1.06451,1.05727,1.05727,308715.388764359
2023-03-01,00:00:00,1.05727,1.06913,1.05651,1.06668,474583.579828896
2023-03-02,00:00:00,1.06672,1.06726,1.05764,1.05957,430523.447785467
2023-03-03,00:00:00,1.05957,1.06384,1.05882,1.06337,368533.788287595
2023-03-06,00:00:00,1.06228,1.06942,1.06219,1.06808,337357.428300589
2023-03-07,00:00:00,1.06808,1.06943,1.0546,1.05491,465319.506465957
2023-03-08,00:00:00,1.05491,1.05738,1.05241,1.0543,399141.237094343
2023-03-09,00:00:00,1.05416,1.0591,1.05378,1.05791,353371.167170167
2023-03-10,00:00:00,1.05791,1.07004,1.05738,1.06387,581331.516299106
2023-03-12,00:00:00,1.06808,1.06968,1.0674,1.0694,1354.35999246687
2023-03-13,00:00:00,1.0694,1.07484,1.065,1.07275,788462.835993491
